Character;EXT;NEU;AGR;CON;OPN;Sentence
dumbledore;1;1;0;1;i should've known that you would be here, professor mcgonagall. 
dumbledore;1;1;1;1; i'm afraid so, professor. 
dumbledore;1;1;0;0; the good and the bad. 
dumbledore;1;1;1;0; hagrid is bringing him. 
dumbledore;0;1;0;1; ah, professor, i would trust hagrid with my life. 
dumbledore;1;1;0;1; no problems, i trust, hagrid? 
dumbledore;0;1;0;0; albus, do you really think it's safe, leaving him with these people? 
dumbledore;1;1;1;1; the only family he has. 
dumbledore;1;1;0;0; exactly. 
dumbledore;1;0;0;0; he's far better off growing up away from all of that. 
dumbledore;1;0;0;0; until he's ready. 
dumbledore;1;1;1;0; there, there, hagrid. 
dumbledore;1;1;0;1; it's not really goodbye, after all. 
dumbledore;1;1;0;1; good luck...harry potter. 
dumbledore;1;1;1;1; i have a few start-of-term notices i wish to announce. 
dumbledore;1;1;1;1; the first years, please note that the dark forest is strictly forbidden to all students. 
dumbledore;1;1;1;0; also, our caretaker, mr. filch, has asked me to remind you that the third-floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. 
dumbledore;1;1;0;0; thank you. 
dumbledore;1;1;0;0; let the feast begin. 
dumbledore;1;1;0;0; sillllleeennnnceeeee! 
dumbledore;1;1;0;0;  everyone will please, not panic.  
dumbledore;1;1;0;0; now, prefects will lead their houses back to the dormitories.  
dumbledore;1;1;0;1; teachers will follow me to the dungeons. 
dumbledore;1;1;1;0; back again, harry? 
dumbledore;0;1;1;0; i see that you, like so many before you, have discovered the delights of the mirror of erised.  
dumbledore;1;1;0;1; i trust by now you realize what it does.  
dumbledore;1;1;0;0; let me give you a clue.  
dumbledore;0;0;1;0; the happiest man on earth would look into the mirror and see only himself, exactly as he is. 
dumbledore;1;1;0;0; yes...and no.  
dumbledore;0;1;0;0; it shows us nothing more or less than the deepest, most desperate desires of our hearts.  
dumbledore;1;0;1;0; now you, who have never known your family, you see them standing beside you.  
dumbledore;1;1;1;0; but remember this, harry.  
dumbledore;0;1;0;0; this mirror gives us neither knowledge or truth.  
dumbledore;1;1;0;0; men have wasted away in front of it, even gone mad.  
dumbledore;1;1;0;1; that is why tomorrow it will be moved to a new home, and i must ask you not to go looking for it again. 
dumbledore;1;1;0;0; it does not do to dwell on dreams, harry, and forget to live. 
dumbledore;1;1;0;1; good afternoon, harry.  
dumbledore;1;1;1;0; ah. tokens from your admirers? 
dumbledore;1;1;1;0; what happened down in the dungeons between you and professor quirrell is a complete secret, so, naturally, the whole school knows.  
dumbledore;0;0;1;1; ah, i see your friend ronald has saved you the trouble of opening your chocolate frogs. 
dumbledore;1;1;1;1; fine. they're both just fine. 
dumbledore;0;1;0;1; relax, dear boy. the stone has been destroyed.  
dumbledore;1;1;0;0; my friend nicholas and i had a little chat and agreed it was best all around. 
dumbledore;1;1;0;0; he has enough elixir to set his affairs in order.  
dumbledore;1;1;1;0; but yes, he will die. 
dumbledore;1;1;1;0; ah. you see, only a person who wanted to find the stone, find it, but not use it, would be able to get it.  
dumbledore;1;1;1;0; that is one of my more brilliant ideas.  
dumbledore;1;1;1;0; and between you and me thats saying something. 
dumbledore;0;1;0;1; ah, i'm afraid there are ways in which he can return.  
dumbledore;1;1;0;1; harry, do you know why professor quirrell couldn't bear to have you touch him? 
dumbledore;1;1;0;1; it was because of your mother.  
dumbledore;1;1;1;0; she sacrificed herself for you, and that kind of act leaves a mark.  
dumbledore;1;1;0;1; no, no, this kind of mark cannot be seen. 
dumbledore;0;1;0;0; it lives in your very skin. 
dumbledore;1;1;1;0; love, harry, love.  
dumbledore;1;1;1;0; ah. bertie bott's every flavour beans.  
dumbledore;0;0;0;0; i was most unfortunate in my youth to come across a vomit flavoured one, and since then i have lost my liking for them.  
dumbledore;1;1;1;1; but i think i could be safe with a nice toffee... 
dumbledore;1;1;1;0; mm. alas. earwax. 
dumbledore;1;1;0;0; another year gone.  
dumbledore;1;1;0;0; and now, as i understand it, the house cup needs awarding, and the points stand thus.  
dumbledore;1;1;0;0; in fourth place, gryffindor with 312 points.  
dumbledore;0;1;1;0; third place, hufflepuff, with 352 points.  
dumbledore;1;1;0;0; in second place, ravenclaw, with 426 points 
dumbledore;0;1;0;0; and in first place, with 472 points, slytherin house. 
dumbledore;1;1;0;0; yes, yes, well done slytherin, well done slytherin.  
dumbledore;1;1;0;0; however, recent events must be taken into account.  
dumbledore;1;1;0;1; and i have a few last minute points to award.  
dumbledore;1;1;0;1; to miss hermione granger, for the use of cool intellect when others were in great peril, 50 points.  
dumbledore;1;1;0;0; second, to mr. ronald weasley, for the best played game of chess that hogwarts has seen these many years...50 points.  
dumbledore;0;1;1;0; and third, to mr. harry potter, for pure nerve and outstanding courage, i award gryffindor house 60 points.  
dumbledore;1;1;0;1; and finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends.  
dumbledore;1;1;0;1; i award 10 points to neville longbottom. 
dumbledore;1;1;0;0; assuming that my calculations are correct, i believe that a change of direction is in order.  
dumbledore;1;1;1;0; gryffindor wins the house cup! 
dumbledore;1;1;0;0; they are not. 
dumbledore;1;1;1;1; i am well aware of our bylaws having written quite a few of them myself. 
dumbledore;1;1;1;1; however, as head of gryffindor house it is for professor mcgonagall to determine the appropriate action. 
dumbledore;1;1;0;0; argus! 
dumbledore;1;1;0;0; argus, i... 
dumbledore;1;1;1;0; everyone will proceed to their dormitories immediately. 
dumbledore;1;1;1;0; everyone except you three. 
dumbledore;1;1;0;0; she's not dead, argus. 
dumbledore;1;1;0;0; she has been petrified. 
dumbledore;1;1;1;0; but how she has been petrified, i cannot say. 
dumbledore;1;1;1;0; innocent until proven guilty, severus. 
dumbledore;1;1;1;1; we will be able to cure her, argus. 
dumbledore;1;1;0;0; as i understand it, madam sprout has a very healthy growth of mandrake. 
dumbledore;1;1;0;1; when matured, a potion will be made which will revive mrs. norris. 
dumbledore;1;1;1;1; and in the meantime i strongly recommend caution to all. 
dumbledore;1;1;1;0; there's been another attack. 
dumbledore;1;1;0;1; it means that our students are in great danger. 
dumbledore;1;1;0;0; the truth. 
dumbledore;0;1;0;1; tell them hogwarts is no longer safe. 
dumbledore;1;1;0;0; it is as we feared, minerva 
dumbledore;1;1;0;0; the chamber of secrets has indeed been opened again. 
dumbledore;1;1;1;0; harry? 
dumbledore;1;1;1;0; and about time too. 
dumbledore;1;1;1;0; he's been looking dreadful for days. 
dumbledore;1;1;0;0; pity you had to see him on a burning day. 
dumbledore;1;1;1;1; fawkes is a phoenix, harry. 
dumbledore;1;0;0;0; they burst into flame when it is time for them to die... 
dumbledore;1;0;0;0; and then they are reborn from the ashes. 
dumbledore;1;1;1;0; fascinating creatures, phoenixes. 
dumbledore;1;1;0;0; they can carry immensely heavy loads. 
dumbledore;1;1;1;0; their tears have healing powers. 
dumbledore;1;1;0;0; hagriiid!! relax. 
dumbledore;1;1;1;1; i do not believe that harry attacked anyone. 
dumbledore;1;1;0;0; yes. 
dumbledore;1;1;0;1; no, harry. i do not think it was you. 
dumbledore;1;1;0;0; but i must ask you is there something you wish to tell me? 
dumbledore;1;1;0;0; very well, then. 
dumbledore;1;1;1;0; off you go. 
dumbledore;1;1;0;0; riddle! come. 
dumbledore;1;1;1;0; it is not wise to be wandering around this late hour, tom. 
dumbledore;0;1;1;0; i'm afraid they are, tom. 
dumbledore;1;1;1;0; they are true. 
dumbledore;0;1;1;0; i understand, tom, but i'm afraid headmaster dippet may have no choice. 
dumbledore;0;1;1;0; is there something you wish to tell me? 
dumbledore;1;1;0;0; very well, then. off you go. 
dumbledore;1;1;0;0; good evening, hagrid. 
dumbledore;1;1;1;0; i wonder, could we...? 
dumbledore;0;1;1;1; i want it understood, cornelius that hagrid has my full confidence. 
dumbledore;1;1;1;0; well, what exactly is it that you want with me? 
dumbledore;1;1;1;0; calm yourself, hagrid. 
dumbledore;1;1;0;1; if the governors desire my removal i will, of course, step aside. 
dumbledore;1;1;0;0; however you will find that help will always be given at hogwarts to those who ask for it. 
dumbledore;0;1;0;1; you both realize, of course that in the past few hours, you have broken perhaps a dozen school rules. 
dumbledore;1;1;1;0; there is sufficient evidence to have you both expelled. 
dumbledore;0;1;1;1; therefore, it is only fitting that you both receive special awards for services to the school. 
dumbledore;1;1;1;0; now, mr. weasley, if you would have an owl deliver these release papers to azkaban. 
dumbledore;1;1;1;0; i believe we want our gamekeeper back. 
dumbledore;0;1;1;1; harry, first, i want to thank you, harry. 
dumbledore;1;1;0;1; you must have shown me real loyalty down in the chamber. 
dumbledore;1;1;0;0; nothing but that could have called fawkes to you. 
dumbledore;1;1;0;0; and second i sense that something is troubling you. 
dumbledore;1;1;1;0; am i right, harry? 
dumbledore;1;0;0;0; i see. 
dumbledore;1;1;1;1; well, you can speak parseltongue, harry. why? 
dumbledore;1;1;1;0; because lord voldemort can speak parseltongue. 
dumbledore;1;1;1;0; if i'm not mistaken, harry he transferred some of his powers to you the night he gave you that scar. 
dumbledore;1;1;0;0; not intentionally but yes. 
dumbledore;1;1;1;0; it's true. you possess many of the qualities that voldemort himself prizes. 
dumbledore;1;1;1;0; determination, resourcefulness and if i may say so, a certain disregard for the rules. 
dumbledore;1;1;0;0; why, then, did the sorting hat place you in gryffindor? 
dumbledore;1;1;1;0; exactly, harry. exactly. 
dumbledore;1;1;1;0; which makes you different from voldemort. 
dumbledore;1;1;1;0; it is not our abilities that show what we truly are. 
dumbledore;1;1;0;0; it is our choices. 
dumbledore;1;1;1;0; if you want proof why you belong in gryffindor then i suggest you look more closely at this. 
dumbledore;1;1;1;1; be careful. 
dumbledore;1;1;1;0; it would take a true gryffindor to pull that out of the hat. 
dumbledore;1;1;0;0; when the governors learned that arthur weasley's daughter was taken into the chamber, they saw fit to summon me back. 
dumbledore;0;1;0;0; curiously, lucius, several of them were under the impression that you would curse their family if they did not agree to suspend me in the first place. 
dumbledore;1;1;1;1; beg your pardon? 
dumbledore;1;1;0;0; yes. 
dumbledore;1;1;0;0; voldemort. 
dumbledore;1;1;1;1; only this time he chose to act through somebody else by means of this. 
dumbledore;1;1;0;0; fortunately, our young mr. potter discovered it. 
dumbledore;0;1;0;0; one hopes that no more of lord voldemort's old school-things should find their way into innocent hands. 
dumbledore;1;1;1;1; the consequences for the one responsible would be severe. 
dumbledore;1;1;0;1; before we begin the feast let us have a round of applause for professor sprout, madam pomfrey whose mandrake juice has been so successfully administered to all who had been petrified. 
dumbledore;0;1;0;0; also, in light of the recent events as a school treat all exams have been canceled. 
dumbledore;1;1;0;0; welcome! welcome to another year at hogwarts. 
dumbledore;1;1;0;1; now, i'd like to say a few words before we all become too befuddled by our excellent feast. 
dumbledore;1;1;0;1; first, i'm pleased to welcome professor r.j. lupin who's kindly consented to fill the post of defense against the dark arts teacher. 
dumbledore;1;1;0;1; good luck, professor. 
dumbledore;1;1;0;0; our care of magical creatures teacher has decided to retire in order to spend more time with his remaining limbs. 
dumbledore;1;1;1;0; fortunately, i'm delighted to announce that his place will be taken by none other than our own rubeus hagrid. 
dumbledore;1;1;0;0; finally, on a more disquieting note at the request of the ministry of magic  
dumbledore;1;1;1;0; hogwarts will, until further notice, play host to the dementors of azkaban until such a time as sirius black is captured. 
dumbledore;1;1;1;0; the dementors will be stationed at every entrance to the grounds. 
dumbledore;1;0;1;1; now whilst i've been assured that their presence will not disrupt our day-to-day activities a word of caution. 
dumbledore;1;1;1;0; dementors are vicious creatures. 
dumbledore;1;1;0;1; they'll not distinguish between the one they hunt and the one who gets in their way. 
dumbledore;0;1;0;0; therefore, i must warn each and every one of you to give them no reason to harm you. 
dumbledore;1;1;0;0; it is not in the nature of a dementor to be forgiving. 
dumbledore;1;1;1;1; but you know, happiness can be found even in the darkest of times if one only remembers to turn on the light. 
dumbledore;1;1;1;0; mr. filch? round up the ghosts. 
dumbledore;0;1;1;1; tell them to search every painting in the castle to find the fat lady. 
dumbledore;1;1;0;0; keep moving! 
dumbledore;1;1;1;0; dear lady, who did this to you? 
dumbledore;1;1;1;0; secure the castle, mr. filch. 
dumbledore;0;1;0;0; the rest of you, to the great hall. 
dumbledore;1;1;0;0; thank you. 
dumbledore;1;1;1;0; very good. 
dumbledore;1;1;0;0; i didn't really expect him to linger. 
dumbledore;1;1;0;1; quite remarkable, yes. 
dumbledore;1;1;0;0; many. each as unlikely as the next. 
dumbledore;1;1;1;1; not a single professor inside this castle would help sirius black enter it. 
dumbledore;1;0;0;1; i'm quite convinced the castle is safe and i'm more than willing to send the students to their houses. 
dumbledore;0;1;0;0; perhaps. but for now, let him sleep. 
dumbledore;1;1;1;0; for in dreams, we enter a world that's entirely our own. 
dumbledore;1;1;1;0; let them swim in the deepest ocean or glide over the highest cloud. 
dumbledore;1;1;0;0; aresto momentum! 
dumbledore;1;1;0;0; no, minister. over this way. 
dumbledore;1;0;0;1; that's ling you see over there... 
dumbledore;1;1;1;0; on the slope... ah, hagrid. 
dumbledore;1;1;0;0; good evening. 
dumbledore;0;1;1;1; i'd like a cup of tea. 
dumbledore;1;1;0;0; now, now, hagrid. now, come on. 
dumbledore;1;1;0;0; all right. it'll be all right. 
dumbledore;1;1;0;0; scabbers? 
dumbledore;1;1;0;0; i do, miss granger. 
dumbledore;0;1;1;0; but the word of three 13-year-old wizards will convince few others. 
dumbledore;0;1;1;1; a child's voice, however honest and true is meaningless to those who have forgotten how to listen. 
